
====================================================
 HierFAVG Training Start
====================================================

[Round   1] Broadcasting to 2 edges...
  [Edge 0] G1 | E1 | Hier-pFedMe | Selected 85/85
  [Client 37] Round 1 | Hier-pFedMe(λ2=35.0) | loss=1.8552
  [Client 52] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.3406
  [Client 85] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0939
  [Client 74] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.4253
  [Client 90] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1943
  [Client  6] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1083
  [Client 26] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.2333
  [Client  8] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1150
  [Client 10] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.5521
  [Client 11] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1427
  [Client 41] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1320
  [Client 42] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1047
  [Edge 0] G137 | E1 | loss=0.2612
  [Edge 1] G137 | E1 | Hier-pFedMe | Selected 15/15
  [Client 33] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0922
  [Client 22] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0605
  [Client 63] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0626
  [Client 58] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1095
  [Client 71] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1051
  [Client 23] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0681
  [Client 59] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0518
  [Client 99] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0656
  [Client 76] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.1266
  [Client 81] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0459
  [Client 95] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0208
  [Client 38] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0590
  [Client 14] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0413
  [Client 40] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0644
  [Client  0] Round 137 | Hier-pFedMe(λ2=35.0) | loss=0.0352
  [Edge 1] G137 | E1 | loss=0.0672
  [Cloud] GM=0.2506 | loss=2.1922 | time=38.8s | comm=4556.2MB (total=624198MB)

[Round 138] Broadcasting to 2 edges...
  [Edge 0] G138 | E1 | Hier-pFedMe | Selected 85/85
  [Client 83] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1343
  [Client 39] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2217
  [Client  2] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1832
  [Client 86] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0962
  [Client 49] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4376
  [Client  9] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2250
  [Client 96] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0526
  [Client 91] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.6005
  [Client 32] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4170
  [Client 65] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3706
  [Client  1] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1151
  [Client 18] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2120
  [Client 30] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3882
  [Client 93] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4258
  [Client 17] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1930
  [Client  8] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0915
  [Client 90] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1589
  [Client 70] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3827
  [Client 11] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1084
  [Client 78] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0753
  [Client 27] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1546
  [Client 15] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2197
  [Client 44] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4443
  [Client 21] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0683
  [Client 97] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1837
  [Client 57] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1268
  [Client 54] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4985
  [Client 85] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0798
  [Client 29] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1543
  [Client 20] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.6817
  [Client 36] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1528
  [Client 50] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4423
  [Client  3] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1584
  [Client 84] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.5233
  [Client 12] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1844
  [Client 89] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4843
  [Client 80] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1163
  [Client 64] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2680
  [Client 56] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4602
  [Client 69] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4617
  [Client 75] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2080
  [Client 92] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4934
  [Client 25] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1378
  [Client 98] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1316
  [Client 10] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.6820
  [Client 79] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0800
  [Client  5] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2302
  [Client 72] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1817
  [Client 41] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1657
  [Client 77] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0936
  [Client 19] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3811
  [Client 61] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2570
  [Client 73] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1404
  [Client 37] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4081
  [Client 66] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1793
  [Client 82] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1906
  [Client  7] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1380
  [Client 34] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3896
  [Client 51] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3797
  [Client 87] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.5347
  [Client 47] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.6964
  [Client 43] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3714
  [Client 88] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0844
  [Client 45] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0661
  [Client 52] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3401
  [Client 16] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2732
  [Client 67] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1140
  [Client 26] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3032
  [Client 74] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.5907
  [Client  4] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3399
  [Client 55] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1211
  [Client 13] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1445
  [Client 46] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3982
  [Client 42] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1387
  [Client 31] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1195
  [Client 53] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1567
  [Client 60] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2516
  [Client 48] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.2994
  [Client  6] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1078
  [Client 35] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3809
  [Client 68] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1626
  [Client 24] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1107
  [Client 62] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0940
  [Client 94] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.4038
  [Client 28] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.3772
  [Edge 0] G138 | E1 | loss=0.2659
  [Edge 1] G138 | E1 | Hier-pFedMe | Selected 15/15
  [Client 76] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0943
  [Client 14] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0483
  [Client 81] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0556
  [Client 71] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0955
  [Client 33] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1350
  [Client 58] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0562
  [Client 99] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1009
  [Client 22] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0466
  [Client 40] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1185
  [Client 59] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0186
  [Client 23] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0619
  [Client 63] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0585
  [Client  0] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0582
  [Client 95] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.0363
  [Client 38] Round 138 | Hier-pFedMe(λ2=35.0) | loss=0.1051
  [Edge 1] G138 | E1 | loss=0.0726
  [Cloud] GM=0.2519 | loss=2.1861 | time=38.8s | comm=4556.2MB (total=628754MB)

[Round 139] Broadcasting to 2 edges...
  [Edge 0] G139 | E1 | Hier-pFedMe | Selected 85/85
  [Client 92] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4738
  [Client 16] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4480
  [Client 53] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1388
  [Client  7] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0985
  [Client 17] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1718
  [Client 89] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3842
  [Client 86] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1536
  [Client 47] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.6802
  [Client 49] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3649
  [Client 37] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4553
  [Client 84] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.5197
  [Client  1] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1618
  [Client 24] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1144
  [Client 35] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4103
  [Client 19] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4596
  [Client 54] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.5390
  [Client 98] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1545
  [Client 32] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3694
  [Client 42] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1475
  [Client 72] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1649
  [Client 18] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1934
  [Client 30] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4125
  [Client 79] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0761
  [Client 28] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3763
  [Client 43] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3843
  [Client 21] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0662
  [Client 65] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.5001
  [Client 64] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1934
  [Client 61] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2560
  [Client 96] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0506
  [Client 55] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1498
  [Client  6] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1357
  [Client 10] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.6089
  [Client 57] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1028
  [Client  4] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3544
  [Client 50] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.6715
  [Client 85] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1340
  [Client 27] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1296
  [Client 20] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.5635
  [Client 74] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4778
  [Client 26] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2478
  [Client 13] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1082
  [Client  5] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1934
  [Client 15] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2181
  [Client  2] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1109
  [Client 91] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.5551
  [Client 56] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4023
  [Client 69] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.5009
  [Client 36] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2012
  [Client  8] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1133
  [Client 29] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1388
  [Client 34] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4309
  [Client 60] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2960
  [Client 41] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1360
  [Client 82] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1585
  [Client  3] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1021
  [Client 77] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0952
  [Client 87] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4726
  [Client 78] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0730
  [Client 25] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1471
  [Client 93] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4699
  [Client 67] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1608
  [Client 73] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1418
  [Client 80] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1375
  [Client 12] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1264
  [Client 66] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1793
  [Client 44] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4629
  [Client 11] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1243
  [Client 90] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1860
  [Client 45] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0874
  [Client 51] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3991
  [Client 68] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1710
  [Client 62] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1490
  [Client 46] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3872
  [Client 70] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3175
  [Client 31] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0977
  [Client 39] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1292
  [Client 48] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3674
  [Client 83] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1457
  [Client 75] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2245
  [Client 97] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1594
  [Client 88] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0855
  [Client 52] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.3670
  [Client  9] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.2270
  [Client 94] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.4020
  [Edge 0] G139 | E1 | loss=0.2665
  [Edge 1] G139 | E1 | Hier-pFedMe | Selected 15/15
  [Client 76] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1508
  [Client 71] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0551
  [Client 33] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1985
  [Client 40] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.1511
  [Client 59] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0292
  [Client 14] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0358
  [Client  0] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0243
  [Client 38] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0306
  [Client 63] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0647
  [Client 81] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0554
  [Client 58] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0940
  [Client 95] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0418
  [Client 22] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0332
  [Client 99] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0617
  [Client 23] Round 139 | Hier-pFedMe(λ2=35.0) | loss=0.0695
  [Edge 1] G139 | E1 | loss=0.0730
  [Cloud] GM=0.2558 | loss=2.1862 | time=39.0s | comm=4556.2MB (total=633310MB)

[Round 140] Broadcasting to 2 edges...
  [Edge 0] G140 | E1 | Hier-pFedMe | Selected 85/85
  [Client 51] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3848
  [Client  1] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1517
  [Client 29] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1296
  [Client 37] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4313
  [Client 86] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1016
  [Client 89] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4736
  [Client 36] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1270
  [Client 18] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2493
  [Client 11] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1064
  [Client 62] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1668
  [Client 79] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0845
  [Client 39] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1415
  [Client 50] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.5245
  [Client 90] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1968
  [Client 48] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2921
  [Client 98] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1474
  [Client 77] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0807
  [Client 75] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3076
  [Client 85] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0861
  [Client 97] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1526
  [Client 78] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0540
  [Client 41] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1667
  [Client 83] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1636
  [Client 52] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3444
  [Client 84] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.5592
  [Client 82] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1992
  [Client 93] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3653
  [Client 69] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4352
  [Client 28] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4091
  [Client 34] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3905
  [Client 15] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2399
  [Client 12] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1000
  [Client 74] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4464
  [Client 49] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3910
  [Client 73] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2127
  [Client 56] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3943
  [Client 42] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1296
  [Client  5] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1623
  [Client 61] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2944
  [Client 68] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1342
  [Client 10] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.5280
  [Client  9] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2731
  [Client 88] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0777
  [Client 47] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.6915
  [Client 24] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1226
  [Client  7] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1305
  [Client 96] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0415
  [Client 80] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1321
  [Client 87] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.5286
  [Client  2] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1234
  [Client 72] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1449
  [Client 65] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3177
  [Client 60] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1899
  [Client 16] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3719
  [Client 64] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1848
  [Client 91] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.5681
  [Client 17] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1896
  [Client 21] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0925
  [Client 35] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3650
  [Client  8] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1393
  [Client 94] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4825
  [Client 53] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1035
  [Client  6] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0910
  [Client 32] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4703
  [Client 43] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3555
  [Client  4] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2497
  [Client 26] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.2675
  [Client 55] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1242
  [Client 70] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3741
  [Client 44] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4349
  [Client 57] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0934
  [Client 25] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1743
  [Client 27] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1273
  [Client 66] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1729
  [Client 67] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1034
  [Client 45] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0727
  [Client 46] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3750
  [Client 30] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3958
  [Client 13] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1075
  [Client 19] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.3814
  [Client  3] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0786
  [Client 31] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1046
  [Client 92] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4551
  [Client 54] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4556
  [Client 20] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.4435
  [Edge 0] G140 | E1 | loss=0.2545
  [Edge 1] G140 | E1 | Hier-pFedMe | Selected 15/15
  [Client 81] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0465
  [Client 58] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0620
  [Client 33] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0837
  [Client 22] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0395
  [Client 14] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0687
  [Client 95] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0421
  [Client 23] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0367
  [Client  0] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0360
  [Client 38] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0265
  [Client 71] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0900
  [Client 76] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1726
  [Client 59] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0290
  [Client 40] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.1173
  [Client 99] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0672
  [Client 63] Round 140 | Hier-pFedMe(λ2=35.0) | loss=0.0725
  [Edge 1] G140 | E1 | loss=0.0660
  [Cloud] GM=0.2480 | EM=0.2172 PM=0.9013 | loss=2.1872 | time=207.2s | comm=4556.2MB (total=637867MB)

[Round 141] Broadcasting to 2 edges...
  [Edge 0] G141 | E1 | Hier-pFedMe | Selected 85/85
  [Client 17] Round 141 | Hier-pFedMe(λ2=35.0) | loss=0.1507
